000002b66c9c498e.jpg,restaurant ~ eating house ~ eating place ~ eatery,0.28515
000002b66c9c498e.jpg,bakery ~ bakeshop ~ bakehouse,0.07726
000002b66c9c498e.jpg,jigsaw puzzle,0.07066
000002b66c9c498e.jpg,groom ~ bridegroom,0.06107
000002b66c9c498e.jpg,ping-pong ball,0.02934
000002b97e5471a0.jpg,cinema ~ movie theater ~ movie theatre ~ movie house ~ picture palace,0.41505
000002b97e5471a0.jpg,bell cote ~ bell cot,0.23924
000002b97e5471a0.jpg,church ~ church building,0.09940
000002b97e5471a0.jpg,sundial,0.05403
000002b97e5471a0.jpg,street sign,0.04892
000002c707c9895e.jpg,jigsaw puzzle,0.44148
000002c707c9895e.jpg,tray,0.11733
000002c707c9895e.jpg,book jacket ~ dust cover ~ dust jacket ~ dust wrapper,0.06174
000002c707c9895e.jpg,comic book,0.05505
000002c707c9895e.jpg,doormat ~ welcome mat,0.02821
0000048549557964.jpg,cab ~ hack ~ taxi ~ taxicab,0.37824
0000048549557964.jpg,tow truck ~ tow car ~ wrecker,0.24650
0000048549557964.jpg,racer ~ race car ~ racing car,0.09876
0000048549557964.jpg,pickup ~ pickup truck,0.04313
0000048549557964.jpg,traffic light ~ traffic signal ~ stoplight,0.02488
000004f4400f6ec5.jpg,Windsor tie,0.94506
000004f4400f6ec5.jpg,plunger ~ plumber's helper,0.00385
000004f4400f6ec5.jpg,suit ~ suit of clothes,0.00269
000004f4400f6ec5.jpg,oboe ~ hautboy ~ hautbois,0.00130
000004f4400f6ec5.jpg,meerkat ~ mierkat,0.00111
0000071d71a0a6f6.jpg,crutch,0.34180
0000071d71a0a6f6.jpg,academic gown ~ academic robe ~ judge's robe,0.05950
0000071d71a0a6f6.jpg,vestment,0.05029
0000071d71a0a6f6.jpg,bow tie ~ bow-tie ~ bowtie,0.04229
0000071d71a0a6f6.jpg,marimba ~ xylophone,0.02887
000013ba71c12506.jpg,viaduct,0.48041
000013ba71c12506.jpg,suspension bridge,0.15253
000013ba71c12506.jpg,steel arch bridge,0.06393
000013ba71c12506.jpg,barn,0.05342
000013ba71c12506.jpg,water tower,0.01760
000018acd19b4ad3.jpg,fountain,0.91988
000018acd19b4ad3.jpg,chain saw ~ chainsaw,0.00575
000018acd19b4ad3.jpg,pedestal ~ plinth ~ footstall,0.00210
000018acd19b4ad3.jpg,sundial,0.00199
000018acd19b4ad3.jpg,stupa ~ tope,0.00194
00001bc2c4027449.jpg,suspension bridge,0.22893
00001bc2c4027449.jpg,pier,0.15886
00001bc2c4027449.jpg,maypole,0.05237
00001bc2c4027449.jpg,pirate ~ pirate ship,0.02919
00001bc2c4027449.jpg,carousel ~ carrousel ~ merry-go-round ~ roundabout ~ whirligig,0.02665
00001bcc92282a38.jpg,military uniform,0.34227
00001bcc92282a38.jpg,assault rifle ~ assault gun,0.22135
00001bcc92282a38.jpg,chainlink fence,0.19520
00001bcc92282a38.jpg,rifle,0.12737
00001bcc92282a38.jpg,bulletproof vest,0.02064
0000201cd362f303.jpg,stage,0.93056
0000201cd362f303.jpg,electric guitar,0.01331
0000201cd362f303.jpg,microphone ~ mike,0.00462
0000201cd362f303.jpg,loudspeaker ~ speaker ~ speaker unit ~ loudspeaker system ~ speaker system,0.00365
0000201cd362f303.jpg,drumstick,0.00128
000020780ccee28d.jpg,iron ~ smoothing iron,0.22577
000020780ccee28d.jpg,desk,0.09830
000020780ccee28d.jpg,table lamp,0.05063
000020780ccee28d.jpg,sewing machine,0.03334
000020780ccee28d.jpg,dining table ~ board,0.02971
000023aa04ab09ed.jpg,military uniform,0.97178
000023aa04ab09ed.jpg,assault rifle ~ assault gun,0.00661
000023aa04ab09ed.jpg,stretcher,0.00603
000023aa04ab09ed.jpg,bulletproof vest,0.00287
000023aa04ab09ed.jpg,tank ~ army tank ~ armored combat vehicle ~ armoured combat vehicle,0.00199
0000253ea4ecbf19.jpg,koala ~ koala bear ~ kangaroo bear ~ native bear ~ Phascolarctos cinereus,0.22650
0000253ea4ecbf19.jpg,American black bear ~ black bear ~ Ursus americanus ~ Euarctos americanus,0.12037
0000253ea4ecbf19.jpg,indri ~ indris ~ Indri indri ~ Indri brevicaudatus,0.04694
0000253ea4ecbf19.jpg,baboon,0.04124
0000253ea4ecbf19.jpg,brown bear ~ bruin ~ Ursus arctos,0.02766
000025ea48cab6fc.jpg,shovel,0.16129
000025ea48cab6fc.jpg,tripod,0.05657
000025ea48cab6fc.jpg,ski,0.05436
000025ea48cab6fc.jpg,West Highland white terrier,0.04595
000025ea48cab6fc.jpg,swab ~ swob ~ mop,0.03260
0000271195f2c007.jpg,stethoscope,0.30997
0000271195f2c007.jpg,bassoon,0.12377
0000271195f2c007.jpg,lab coat ~ laboratory coat,0.02593
0000271195f2c007.jpg,jersey ~ T-shirt ~ tee shirt,0.01339
0000271195f2c007.jpg,oboe ~ hautboy ~ hautbois,0.01165
0000286a5c6a3eb5.jpg,rugby ball,0.76479
0000286a5c6a3eb5.jpg,bathing cap ~ swimming cap,0.01674
0000286a5c6a3eb5.jpg,racket ~ racquet,0.00928
0000286a5c6a3eb5.jpg,volleyball,0.00781
0000286a5c6a3eb5.jpg,soccer ball,0.00711
00002b368e91b947.jpg,volleyball,0.41155
00002b368e91b947.jpg,bikini ~ two-piece,0.11671
00002b368e91b947.jpg,basketball,0.01837
00002b368e91b947.jpg,torch,0.01462
00002b368e91b947.jpg,bearskin ~ busby ~ shako,0.01378
00002f4ff380c64c.jpg,obelisk,0.37097
00002f4ff380c64c.jpg,jinrikisha ~ ricksha ~ rickshaw,0.19088
00002f4ff380c64c.jpg,bicycle-built-for-two ~ tandem bicycle ~ tandem,0.10296
00002f4ff380c64c.jpg,lakeside ~ lakeshore,0.07685
00002f4ff380c64c.jpg,bell cote ~ bell cot,0.02559
0000313e5dccf13b.jpg,sweatshirt,0.16633
0000313e5dccf13b.jpg,lumbermill ~ sawmill,0.07399
0000313e5dccf13b.jpg,trench coat,0.06159
0000313e5dccf13b.jpg,yurt,0.06106
0000313e5dccf13b.jpg,fur coat,0.05363
000032046c3f8371.jpg,mixing bowl,0.22272
000032046c3f8371.jpg,guacamole,0.16197
000032046c3f8371.jpg,plate,0.09416
000032046c3f8371.jpg,carbonara,0.06211
000032046c3f8371.jpg,soup bowl,0.04831
00003223e04e2e66.jpg,curly-coated retriever,0.27981
00003223e04e2e66.jpg,standard poodle,0.24063
00003223e04e2e66.jpg,giant schnauzer,0.19913
00003223e04e2e66.jpg,Newfoundland ~ Newfoundland dog,0.03470
00003223e04e2e66.jpg,Labrador retriever,0.03234
0000333f08ced1cd.jpg,mailbox ~ letter box,0.83553
0000333f08ced1cd.jpg,stove,0.12192
0000333f08ced1cd.jpg,safe,0.00233
0000333f08ced1cd.jpg,cash machine ~ cash dispenser ~ automated teller machine ~ automatic teller machine ~ automated teller ~ automatic teller ~ ATM,0.00187
0000333f08ced1cd.jpg,slot ~ one-armed bandit,0.00184
000033469fb48bc1.jpg,Windsor tie,0.16124
000033469fb48bc1.jpg,neck brace,0.07244
000033469fb48bc1.jpg,suit ~ suit of clothes,0.04140
000033469fb48bc1.jpg,Band Aid,0.02826
000033469fb48bc1.jpg,bow tie ~ bow-tie ~ bowtie,0.02815
0000339d0372e7e6.jpg,picket fence ~ paling,0.18825
0000339d0372e7e6.jpg,patio ~ terrace,0.12241
0000339d0372e7e6.jpg,window screen,0.09545
0000339d0372e7e6.jpg,lakeside ~ lakeshore,0.06716
0000339d0372e7e6.jpg,window shade,0.05791
0000375a83c19042.jpg,buckeye ~ horse chestnut ~ conker,0.22815
0000375a83c19042.jpg,ear ~ spike ~ capitulum,0.09016
0000375a83c19042.jpg,corn,0.08304
0000375a83c19042.jpg,lakeside ~ lakeshore,0.06969
0000375a83c19042.jpg,coral reef,0.05888
000037c2dd414b46.jpg,patio ~ terrace,0.31711
